#GO:0051051
#GO:0048511
#GO:0044848
#GO:0098743
#GO:1904950
#GO:0098754
#GO:0001906
#GO:1903828
#GO:1900047
#GO:0043433
#GO:2000242
#GO:0032845
#GO:0045926
#GO:0043901
#GO:0043473
#GO:0034260
#GO:0002683
#GO:0099531
#GO:0040013
id	fc	signif
SLC9B1P1	1.3094	false
OR6C65	0.9234	false
ACOD1	3.6151	true
ZNF233	4.2808	false
LIPT2	0.2582	false
ASB14	-1.9329	false
ZNF98	4.3188	false
RASSF10	1.6763	false
SLC22A20	-2.0688	false
TSPY2	0.0739	false
CCDC85C	2.9712	false
SAC3D1	-0.4941	false
ARID3C	0.1054	false
RTL1	-1.3709	false
RPL37AP8	1.1641	false
OR5H1	0.3880	false
SDR42E2	-1.0730	false
CGB1	0.5767	false
RGPD3	0.7082	false
SPDYE3	1.5993	false
SLC22A31	-0.7838	false
OR6C75	-0.6778	false
OR5B21	0.4295	false
SHISA7	1.2720	false
AQP7P3	-3.0123	false
A6NLC8	-0.9203	false
TCEB3CL2	0.3077	false
C2CD4B	2.1972	true
DUXA	0.6959	false
SPDYE4	-0.2867	false
OR2AG2	0.7239	false
AQP12B	0.6064	false
ZFP92	1.0361	false
CCT8L1P	-1.4042	false
OR6C76	0.0184	false
SIGLEC16	-3.3138	false
FIGNL2	1.2447	false
IFITM10	-1.9441	false
CPSF4L	0.6492	false
FAM170B	-0.1910	false
OR5K4	-0.4368	false
DBX1	-0.2677	false
OR52A4P	0.3380	false
EIF4E1B	-3.5416	false
ANXA2P2	0.3956	false
OR4C45	0.4621	false
COL6A6	-0.6925	false
ZNF729	1.3257	false
GJE1	-0.3769	false
DRGX	-1.6821	false
IFITM5	-1.5815	false
OR2AT4	0.1358	false
MARCH11	-0.4541	false
ZNF726	-0.6304	false
TTLL13P	-0.3361	false
SLC38A8	-1.2433	false
DHRS7C	-4.3199	true
ENO4	1.1282	false
USP27X	-1.0937	false
A6NNZ2	0.2405	false
ZNF716	0.7740	false
TTLL8	0.2040	false
NCBP2L	2.0462	false
BTBD11	-2.2722	false
ARHGAP32	-0.9087	false
DISP2	-1.8925	false
TBKBP1	1.3020	false
SRRM4	-0.2684	false
SOBP	0.9030	false
POM121C	-3.5578	false
LINC00473	-1.2496	false
MEIS3P2	0.8346	false
WASH1	2.5846	false
A2ML1	-2.0759	false
CD300LB	-1.8842	false
C15orf62	-1.4801	false
CLCA1	-0.4325	false
SFI1	-3.6355	false
ZNF785	1.9300	false
ERI2	-0.3241	false
DDX11L8	2.2296	false
YDJC	-0.2416	false
PP2D1	0.2297	false
GABRR3	2.5553	false
PMS2P5	0.7346	false
ZNF850	2.0939	false
NEURL1B	0.6000	false
TMEM110-MUSTN1	0.2713	false
SYCE1L	0.5735	true
ZNF891	0.3772	false
STRA13	-3.3806	true
AGAP14P	0.2423	false
PRSS47	-1.3848	false
GNAT3	-0.2101	false
FOXI3	-0.8983	false
RNF212B	-4.6739	true
HMSD	-1.7960	false
NOTO	-0.3744	false
ZNF724	-0.2780	false
BBIP1	-0.4924	false
SMTNL1	0.3802	false
USP17L5	-2.8631	false
LGALS16	-1.2726	false
METTL12	-0.0471	false
FABP5P3	-0.9259	false
ZNF727	2.4471	false
ZNF705G	0.3426	false
SERPINE3	1.1752	false
VGLL3	0.9487	false
ZNF705F	-0.6168	false
NCF1C	-0.7100	false
HEPACAM2	-0.3659	false
ARHGEF33	-0.8924	false
PHF20L1	2.2882	false
BECN2	0.0904	false
MEI4	0.3574	false
ZNF705E	0.2094	false
SNRPGP15	-2.2910	false
FADS2P1	0.6461	false
WASH4P	1.8682	false
CAPN14	-0.5453	false
GRXCR1	0.0782	false
A8MXE2	0.9597	false
DEFB108P1	1.4367	false
NUDT19	-1.8558	false
ZNF99	0.6176	false
KCNU1	0.2147	false
DCDC2C	-0.3506	false
FOXO6	-2.5754	false
EVPLL	0.6992	false
LEUTX	1.0055	false
COL6A5	-1.5534	false
KPNA7	-1.1221	false
MIF4GD	-2.2281	false
AHRR	2.4885	false
MYO1G	-1.2687	false
HACD1	0.4975	false
PRR5-ARHGAP8	0.5304	false
ESPN	-0.1669	false
FAM155A	1.7240	false
PALM2-AKAP2	-1.9290	false
ZNF487	1.8845	false
KLLN	0.0475	false
B2RBV5	1.2009	false
OR11H12	1.5512	false
HMGB1P1	0.0913	false
MYO9A	-2.0260	false
VWC2L	-0.5036	false
TMEM229A	-1.1253	false
ZBTB42	-1.3673	false
KDM4E	-0.9718	false
BTBD18	-0.7825	false
EPM2A	-1.2982	false
IDS	-0.1401	false
B4DEV8	2.0001	false
TMEM233	-1.3696	false
CHURC1-FNTB	1.6213	false
B4DLN1	-1.4064	false
SHISA9	0.1357	false
ZNF879	2.1340	false
ZNF736	-0.1380	false
B4DXG7	1.1498	false
ZNF732	0.1911	false
SPATA31C2	3.2192	false
B4E171	2.0774	false
SUPT3H	0.5772	false
B4E1Z4	1.3819	false
SEC14L6	-0.7966	false
GGTLC3	0.2452	false
EIF3CL	0.6376	false
KCNJ18	1.1001	false
C2CD4D	2.8196	true
ZNF814	1.3309	false
TRDC	1.6332	false
GPR89A	1.2259	false
PPP1R3G	-2.4071	false
KIF28P	1.5317	false
SHISA8	-1.0320	false
B8ZZF3	-0.5630	false
LOC646743	-0.2677	false
B9A039	1.0662	false
IGLL5	0.0153	false
TBC1D3L	-0.8833	false
WASH3P	1.6682	false
C9IYK1	1.3489	false
EEF1E1-BLOC1S5	0.0828	false
ALG1L2	1.9523	false
NT5C1B-RDH14	-0.8457	false
USP17L15	1.6742	false
RASA4B	-1.9682	false
KRBOX1	0.9488	false
C9JCJ5	-0.2767	false
HSBP1L1	2.2505	false
PATL2	-1.9863	false
USP17L10	0.1328	false
USP17L13	-0.8215	false
MCRIP1	1.1053	false
ZNF878	0.1033	false
USP17L12	0.8702	false
C9JQL5	-2.5287	false
KBTBD13	1.3196	false
AKR1B15	-1.0538	false
BHMG1	-0.7844	false
USP17L11	-0.2573	false
KLRF2	4.2883	true
D6R8Y8	2.7220	false
USP17L21	2.1318	false
USP17L18	-2.2729	false
USP17L22	-2.3992	false
D6RAR5	0.5133	false
D6RBG4	2.5224	false
USP17L23	2.6756	false
USP17L17	0.6869	false
USP17L19	0.7875	false
MCIDAS	0.8263	false
LOC285556	1.5196	false
USP17L20	0.1079	false
PRSS46	0.5625	false
HMP19	0.8268	false
E5RI56	-1.0373	false
FTCDNL1	0.7953	false
PRSS44	-2.4330	false
E7ENX8	1.5728	false
GOSR2	1.1243	false
ZNF587B	-0.7604	false
E7EUB6	-2.6738	false
E7EVH7	-0.9877	false
E7EWF7	-1.6901	false
E9PAM4	-2.1779	false
NACA	0.7768	false
E9PCH4	0.4184	false
ANHX	0.3676	false
NEDD8-MDP1	1.3588	false
E9PLN8	-1.2832	false
E9PMD0	0.4836	false
E9PQ18	-1.4716	false
NDUFC2-KCTD14	-1.6037	false
E9PSI1	-2.4414	false
F2Z2F3	-2.6868	false
ZNF670-ZNF695	0.7046	false
ATP6V1G2-DDX39B	-3.2208	false
F2Z351	1.7908	false
UBAP1L	-0.7195	false
F5H0A9	0.0154	false
PPIAL4D	0.1762	false
F5H423	-3.5210	false
F5H5K5	-0.1966	false
F5H5P2	-0.6072	false
F5H5T6	3.4306	false
F5H768	-1.8786	false
F6QWF9	2.5429	false
PIK3R3	0.1524	false
F6UB75	-4.0556	false
RTEL1-TNFRSF6B	0.2856	false
F6X3S4	1.2901	false
F8VP50	0.6301	false
POC1B-GALNT4	-2.1987	false
F8VZ95	-1.8916	false
F8W031	0.2884	false
F8W036	2.3272	false
F8W1H4	-0.5809	false
F8W810	-1.0260	false
SPECC1L-ADORA2A	-0.5470	false
INMT-FAM188B	-1.6076	false
SLCO1B7	-1.5268	false
G3V2T6	-1.7752	false
G3V3Y1	-2.5386	false
G3V4G9	-0.6611	false
PI4K2B	1.1299	false
H0Y3Z8	-0.9175	false
H0Y858	-0.5102	false
H0Y8X5	4.4760	true
H0Y980	0.9564	false
H0YAE9	-0.2525	false
H0YCG3	-2.6915	false
H0YE66	-0.7821	false
H0YFU0	2.6017	false
H0YGX0	1.6685	false
H0YIV9	-4.1890	false
H0YJX3	2.1155	false
C9orf69	-1.6106	false
H3BM21	-0.0132	false
H3BMM0	-3.1465	false
H3BMM5	-3.3545	false
H3BMQ9	-0.3769	false
BLOC1S5-TXNDC5	-2.8888	true
H3BN98	2.5075	false
H3BNC9	1.6423	false
H3BNH8	0.3131	false
BORCS8-MEF2B	-0.8192	false
H3BNX3	0.1615	false
H3BP45	-0.5570	false
H3BQ15	-0.8238	false
H3BQ85	2.1230	false
STMND1	0.7945	false
H3BQF6	-0.9355	false
H3BRB8	-2.6401	false
H3BRW5	0.6566	false
H3BSA7	3.7597	false
CHKB-CPT1B	-1.8196	false
STX16-NPEPL1	-2.7804	false
H3BUA1	2.2510	false
SYS1-DBNDD2	-2.6341	false
H3BVH4	-0.3695	false
RPL36A-HNRNPH2	-0.1516	false
H7BZZ5	2.6770	false
H7C0C1	0.5498	false
H7C0S8	-1.2706	false
H7C1H1	2.7047	false
H7C1Q1	-0.9401	false
H7C1W4	-1.8189	false
H7C2Y5	1.3083	false
H7C417	1.4979	false
H7C423	-0.2770	false
GCOM1	0.9321	false
PANO1	-1.5921	false
RBAK-RBAKDN	0.3675	false
hCG_1984214	0.9479	false
GFY	-1.4747	false
TMEM256-PLSCR3	1.0175	false
I3L4J1	0.2936	false
I3L521	0.9588	false
I6L893	1.1695	false
INO80B-WBP1	-1.8277	false
J3KR12	-1.2215	false
J3KT08	1.8163	false
J3QL48	-0.5033	false
J3QLW9	0.5376	false
J3QQQ9	-0.3521	false
J3QRE1	-0.0734	false
K7ELQ4	3.9359	false
K7EMI3	3.0470	false
hCG_2039718	-0.1343	false
K7ENM7	1.7450	false
K7ENP7	-2.5342	false
K7EP13	0.2075	false
K7EP34	1.0755	false
K7EQG2	-1.1082	false
K7EQM0	1.1927	false
K7EQS6	-0.4299	false
K7EQZ3	-0.1669	false
K7ERI5	1.7355	false
K7ERQ8	1.1012	false
K7ERS5	2.1829	false
K7ESF4	-1.8762	false
K7N7A8	0.1999	false
IFNL4	-1.9575	false
L7N2F9	-1.0285	false
M0QX08	-0.2718	false
M0QYT0	-1.2658	false
M0QYV0	0.4821	false
M0QZ24	0.4917	false
M0QZ92	-0.7212	false
LOC400499	-0.1870	false
M0QZK8	0.4339	false
M0R036	-2.3588	false
M0R082	0.4962	false
M0R129	-0.0650	false
M0R135	-0.8557	false
M0R143	1.6120	false
M0R1X1	0.7885	false
M0R233	-1.1715	false
M0R296	0.7417	false
M0R2C6	0.0895	false
M0R2N4	0.9434	false
M0R2N6	-1.1194	false
M0R2P5	1.5980	false
M0R2Z0	-1.3989	false
M0R3E3	1.8917	false
M0R3G1	-0.5769	false
M0R3H8	-0.4440	false
ERVH48-1	-0.7820	false
OVOL3	1.3014	false
DNASE2	1.8539	false
AGPS	-0.6366	false
UBXN8	0.1989	false
KIF2A	-1.3488	false
SGK1	-0.2740	false
TK2	-0.3678	false
FZD9	-2.8979	true
DDX39A	1.3584	false
PDLIM1	1.3999	false
ACOT7	0.0701	false
GPR25	0.0535	false
MYO1C	0.4494	false
MYO1F	-0.4199	false
SNAP23	-3.6631	true
HAX1	0.3351	false
EYA2	0.4637	false
FXYD1	0.4860	false
AIP	1.3138	false
CCL24	-0.4846	false
GTPBP1	0.0477	false
KCNK1	-1.5110	false
LGALS9	-3.8837	true
STXBP3	4.0082	true
MASP2	0.2546	false
AP4M1	2.4941	false
ARVCF	0.5930	false
SMAP	0.3037	false
RAB27B	3.7702	true
HRK	-0.6075	false
AP3B1	-4.0377	true
SULT2B1	1.7108	false
TLR4	2.3527	true
RHOD	2.2933	false
APBB1	-3.5771	true
LGALS8	2.2426	false
NDUFS8	-0.2491	false
HAS3	-2.9567	false
TNFRSF10A	0.6219	false
NFKBIE	2.2646	true
GRM8	1.0437	false
CORT	3.8029	true
PSMD11	0.6972	false
PSMD12	-1.6657	false
PSMD9	1.7444	true
RNF103	-2.3487	false
BMPR1B	3.8121	true
SIRPB1	0.6643	false
ATOX1	0.1985	false
AGRP	-3.4987	true
F2RL2	-1.0887	false
MEN1	3.5498	true
CBX4	-1.2491	false
WRB	-2.7353	false
SUPT5H	1.2635	false
TAF4	-0.1227	false
GPR31	0.0174	false
DFFA	3.3107	false
RFXAP	-4.1682	false
HIP1	-0.4103	false
LEFTY2	-2.6821	false
TULP1	-1.7009	false
TULP2	0.5554	false
CLIC1	1.1079	false
TNFRSF11B	-2.6871	true
CACNB4	-0.4173	false
WWP2	2.5442	true
CDC7	-2.1719	false
ETV2	2.1740	false
UPK1A	0.5992	false
ARNTL	5.6636	true
PIK3CD	0.2995	false
PDHX	-1.9923	false
SLC28A1	-1.3631	false
SULT1C2	0.3239	false
MATN2	0.0221	false
SLC1A7	-0.9805	false
FOXE1	-0.0446	false
O00370	-0.4569	false
QSOX1	-3.6730	false
P2RY10	-0.1458	false
DCTN6	1.2758	false
SLC33A1	-3.3432	false
WASL	-1.7960	true
PDE2A	3.6872	true
FOXN3	0.6912	false
IPO5	-1.9970	true
POLRMT	-0.0337	false
EEF2K	-1.0976	false
CCRL2	0.9276	false
SAP18	0.7174	false
EML1	1.3297	false
IGF2BP3	-1.0413	false
DNM1L	-0.8679	false
RTCA	1.6816	false
PIK3C2A	-2.5319	false
PLK4	-0.5117	false
SYT5	-0.8882	false
GFRA2	0.1646	false
LST1	-1.5380	false
IFRD1	-0.2150	false
PIK3R2	1.1500	false
GOLIM4	0.2693	false
MANBA	2.0393	false
TRAF5	-1.2551	false
AGRN	-1.0547	false
PLOD2	1.4452	false
MEIS1	-1.5569	true
EXOC5	-2.8695	false
ELL2	-2.0664	false
SLC17A3	0.5586	false
BTN3A3	-1.7161	false
BTN3A1	2.2905	false
NR5A2	1.3277	false
NDUFA4	2.2149	false
PSMD14	-1.6987	false
ZNF593	-0.4026	false
BIN1	0.9839	false
CLDN5	0.2597	false
KPNA3	1.4141	false
STK25	-1.1169	false
USP9Y	-1.8982	false
BCL9	0.3834	false
LAD1	1.1161	false
FAAH	0.8971	false
KRIT1	4.0608	true
UPK2	-2.1802	false
CHL1	-1.7554	false
PES1	0.2512	false
DLL1	-1.3799	true
CACNA1A	2.8300	true
EBAG9	1.8202	false
SDCBP	-3.9708	true
PITPNM1	0.0871	false
MPHOSPH10	-1.0594	false
NOP56	0.7570	false
SOX1	0.1611	false
DDX3X	-4.8351	true
CXCR6	2.6731	false
RNASET2	2.4440	false
CCL21	-2.3743	true
MFNG	-2.4516	false
ACKR2	-0.1206	false
GABRP	1.1840	false
PODXL	1.3159	false
FCN1	3.8793	true
CYR61	2.4543	false
PEX12	-0.3369	false
SLC17A2	-2.4221	false
PIR	-0.9786	false
CCL22	2.3215	false
PEX7	0.1482	false
KPNA4	-1.9751	false
SLN	-3.4735	true
NTN3	1.2381	false
TRIM38	-3.2109	true
NFIB	0.1996	false
E2F3	-0.4085	false
PPP6C	2.9097	false
WNT10B	1.1197	false
NME4	2.4589	false
CES2	1.7014	false
PIK3C2B	-1.6189	false
MAN2B1	-0.6262	false
WNT7A	-4.9435	true
FBP2	-1.2226	false
UBE2C	-0.0920	false
ACACB	2.7588	false
PDXK	2.2423	false
SCD	-0.9403	false
DLGAP1	-1.6800	false
SH2B2	-0.1578	false
CLDN4	1.0269	true
PLPP1	-1.8939	false
PLPP3	0.4883	false
ARID1A	2.6521	false
ISLR	-0.1614	false
BHLHE40	-3.8640	true
SOCS2	-0.9308	false
NRG2	1.2283	false
SOCS7	-1.6758	false
NCKAP5	0.4824	false
BAI1	1.0274	false
CDK2AP1	1.3325	false
AQP7	0.6274	false
SDHD	0.0107	false
PTPRT	-0.3293	false
C2CD2L	1.6494	false
NEMP1	-2.6035	false
ASTN1	2.9506	false
FCHO1	-1.2343	false
CUX2	0.0230	false
TXNDC9	-1.1859	false
DPYSL4	-0.4470	false
SOCS3	2.0428	false
SOCS6	-4.5364	true
TRAFD1	-5.3931	true
COX7A2L	-1.3410	false
GAPDHS	-0.1180	false
HSPB6	1.1422	false
ARHGAP33	1.2635	false
NDUFAB1	0.8107	false
UBFD1	-1.3053	false
CYB561D2	0.0017	false
DYNC1I1	0.4844	false
CIT	-2.3141	false
COPE	-1.1371	false
OR7A17	1.0878	false
RFXANK	-0.0535	false
NCAN	0.3535	false
CTDSP2	-2.3934	false
VCY	-0.3992	false
BPY2	1.0305	false
EIF1AY	-1.8656	false
TMSB4Y	2.5940	false
UTY	-0.5228	false
XKRY	-0.1669	false
GNGT2	-1.5546	false
CDC42EP2	2.0334	false
AP3D1	1.5567	false
CCS	3.9115	true
CXCL11	-2.6557	false
GPR171	-0.2873	false
CDX4	-1.6881	false
ZNF195	-0.4331	false
LCE2B	-0.1568	false
ENPP3	-2.2365	false
ABLIM1	0.0798	false
DVL1	-4.4406	true
DVL2	-0.6476	false
DNALI1	-0.3484	false
CHD1	0.1054	false
CHD2	2.9463	false
KCNK3	0.5262	false
IRS4	-0.7061	false
TOR1A	3.0522	true
TOR1B	-0.7321	false
STX16	-0.1286	false
PRRG2	1.6023	false
ADAM10	-3.0844	false
ABCD4	-0.9458	false
EI24	-1.0818	false
ENC1	-1.1590	false
TP53I11	-1.9667	false
PTGES	-4.4660	false
KMT2D	-0.4458	false
ZNF197	0.4784	false
ITGB1BP1	2.0493	true
RGPD8	-1.1178	false
TRDMT1	1.4669	false
RRH	0.9321	false
APAF1	-0.4085	false
RIOK3	-2.8182	false
IMPA2	1.4485	false
MAP2K7	-0.6396	false
ACOT8	-0.1242	false
CDIPT	0.9672	false
PDCD5	0.3052	false
PRMT5	1.4944	false
SLC9A3R1	-3.4398	true
TERT	-0.3442	false
OVOL1	3.9849	true
HSD17B6	0.4248	false
CHEK1	-0.0956	false
TNFRSF10B	-0.7094	false
GABRD	-0.8131	false
MEIS2	-2.0240	false
ZNF213	-1.0094	false
